Category,Product Name,Customer Review
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll","QC oh QC... the inner lens is broken, it's already checked QC, random picking even though I've added bubble wrap. improve service..!"
Camera,"lensa jepit / cliplens camera 3in1 ( fish eye , wide , macro ) untuk semua kamera hp bb , iphone , samsung , dll","THE STUPIDEST SHOP EVER! 1. Packing was destroyed, the item was not packaged at all, it was damaged. 2. Orders do not match. 3. My goal in buying from this stupid shop is to buy a USB mini fan, before ordering, ask if this item is ready? The shop answered ready. As a result, the package arrived at home with the refund money for the USB mini fan. Just click EMPTY item, cancel it, stupid. I HOPE CUSTOMERS THINK MANY TIMES ABOUT SHOPPING AT THIS STUPID SHOP. Instead of being disappointed after buying it. Thank You."
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,"Hopefully the QC can be improved further. Packed well with bubblewrap so it can't be broken during shipping. Unfortunately I don't have an unboxing video because I've bought it before and it's very safe. Maybe when the pins were packed, the position wasn't right so the ends were lumpy."
Camera,Klip Orange Backdrop clamp Studio Fotografi penjepit background BESAR,"The packaging was really poor, the edges were scratched. complete quantity according to order"
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,"I just received it, there are some scratches so it's not smooth, it looks like a visible mark (_ _) but that's it. thanks."
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,"not good for mirrorless cameras, still shakes"
Camera,2 in 1 Portable Mini Folding Hand Monopod Stand Tripod DSLR Camera,"Disappointed, item is incomplete, no holder. U, please check before sending. My child is crying and angry."
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,"poor quality item, leg broken, broken a lot, bent a little, broke and came off... haven't used it yet, don't throw it away"
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,The size of the nut on the gorilla's head doesn't match the size of the nut for the cellphone holder and the same goes for my camera. Very disappointing. So it can't be used at all. Please give me a solution
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,"I don't know why, what's clear is that when I got home I checked the gorilla pod and it turned out that it was already broken, making it easy for the leg to come off."
Camera,Gorillapod / Flexible Tripod Ukuran LARGE For VLOG Action Cam & DSLR - FREE MOUNT,"Bro, what's the matter with the Gorillapod? It doesn't fit my camera, even the baggage can't fit in. It doesn't fit. The GorillaPod is too big, even though I discussed it and asked if it could be used for the Fuji XA-3 and you answered yes. It's too big, it doesn't fit in the hole, it can't even be installed in the hole to use as a cell phone selfie stick :( the item is good but it doesn't fit and I can't use it so :(((("
Camera,Soft Shutter Button Release Cekung Concave Mirrorless Tombol - Merah,It comes off easily and doesn't grip on my new Fujifilm X-T3
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3111,"the item doesn't work well, the legs can't be locked,... everything else is okay"
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3112,"After a while the item was a bit damaged, even though it was rarely used"
Camera,Tripod weifeng 3120A bisa untuk hp dan kamera - 3113,"Tripod leg is broken, can't be locked, lifts it straight down"
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro","The material is not strong enough so when you want to attach it to the quick mount, the locking mechanism breaks"
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro","Fast delivery, but the packaging was not neat, but the item broke easily, it was already broken before it was used"
Camera,"Helmet Front Mount Kit 3M For Xiaomi Yi,GoPro,Sjcam,B Pro","Disappointed because I wasn't careful, I ordered 2 pcs but only 1 pc was sent, but in the end it was sent back, but I'm still disappointed because it resulted in a delay in arriving and I couldn't take it home... Advice to be more careful even though the goods are cheap"
Camera,Filter ND ND2-ND400 ND 2-400 58mm FOTGA Slim Fader Variable Adjustable,"The description of the front diameter of the filter was wrong, so when I attached the lenshood or lenscap it didn't match"
Camera,"X9 MINI HD KAMERA DIGITAL ANAK 12 MP | CHILDREN FUN CAMERA - X9 Biasa, Rabbit Blue",The camera LCD has fallen out of position. I hope you will be more careful in selecting items before sending or checking them
Camera,COSTA CM-D1 Microphone Clip On 3.5mm Lavalier Mic Smartphone Camera PC,"Actually the quality is okay, but it can't be used on cameras that usually use phantom power."
Camera,COSTA CM-D1 Microphone Clip On 3.5mm Lavalier Mic Smartphone Camera PC,"The goods arrived safely, the mic works but the quality is not enough to dampen the sound around you"
Camera,Tripod Takara Eco 193A Hp Dslr Slr Mirrorless Mirorrless Gopro Kamera,"Not packaged, sent in the box like that...?? It's badly damaged, the contents look like used goods too... there are lots of scratches and some stains, like really dirty gel..."
Camera,Adapter TRRS to TRS 4 Pin to 3 Pin 3.5mm Converter Mic Camera DSLR,does not work. I want to return it but the shipping is heavy. Maybe in the future you can test it first before sending
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,"Weak, not strong enough to stand, especially if you bend down even a little and you're about to fall, not strong enough to support the weight of your cellphone"
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,"For the price, the build quality is not good. The body material is plastic, so it's not strong enough to support the weight of a rather large cellphone, sometimes the tripod can fall if the cellphone is in a downward position. After 2 years of use, the mount rod broke. Note: in the photo I installed the tripod with another brand holder, the default holder is not good."
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,the quality is disappointing..haven't used it yet and the ball joint is broken...
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,"It often shakes, they say it's made of aluminum, but it turns out it's plastic. I was disappointed when I bought this tripod"
Camera,Tripod Mini - Tripod Mini Simple - Tripod Mini - Tripod Free Holder - Hitam,"Bad item, haven't used it yet, it's already broken"
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,"actually the stuff is ok. but the delivery took a really long time, ordered on the 9th but it arrived on the 17th ????????"
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,the goods that arrived did not match the order
Beauty,IKAT RAMBUT KOREA TOWEL RING SET ISI 40 PCS - All black,disappointing!!!
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 21,fast processing & delivery. Color as ordered is matte black. but why is there a hole in the doff? So it doesn't meet expectations?
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 23,Asked for matt black but instead all colors were sent... without confirmation
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 24,"The material is all plastic, unlike the others which are a bit melamine and shiny"
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 25,"I ordered 2 packages, 1 package did not match the order"
Beauty,Jedai Jepit Rambut 5 Cm Ufa Thailand 2 warna 6 pcs - PAKET 26,"the goods do not match what was ordered. Ordered various colors, but what came was all black"
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,only worn once when washed and torn??
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,Orders take a very long time to process
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,it should be cute...but unfortunately....there are yellow stains on the beauty blender....
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,"The sponge had a bit of a defect, I thought when it arrived it would be really smooth and there would be no defects"
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,"the goods that arrived did not match the order, the complaint process was very long and complicated"
Beauty,FOCALLURE Makeup sponge makeup tools soft and professional FA93 - Waterdrop,"The cardboard is dented, the packaging is not safe and they say you can get 10 masks for free even though there aren't any!"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,"I gave the wrong color, I ordered brown and it came in grey... huhu"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,"For the eyebrow pencil, the automatic one came to a point where it broke, free of charge the glass broke"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,"I don't understand the concept, when I opened the pencil it immediately broke like that"
Beauty,Madame Gie Madame Perfect Brow - Pensil alis - Godly Grey,"I'm sad that I don't have an eyebrow pencil, please be more careful"
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,There was 1 wrong shade sent
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,the aroma is not pleasant and too strong
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,"The brush is not good, too thick."
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,far from the color photographed
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,"The item sent was not suitable, it should have been nail polish, what came was eyesedo"
Beauty,Madame Gie Nailmoji Nude Series (Satuan) - Shimashima,the goods sent do not match the goods ordered.
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,"Not communicative. The color you selected doesn't exist. After chat conform asked to just send what was available. If you don't have it, don't send it. In fact, it was sent in original color."
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B26,"the goods arrived not in accordance with the order, different colors"
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B27,the goods do not match the order
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B28,The material of the nail polish is not good...
Beauty,2IN1 KUTEK HALAL KUTEK 2 TONE KUTEK KOREA - B30,"Bought 3 items, only sent 2. When I complained, I was promised the missing item would be sent. Turns out the money was returned. Very disappointing. It seems like I don't want to lose out on paying shipping again, so the goods aren't sent."
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,packaging needs to be improved
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,the color does not match expectations
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,"One day delivery, initially bought this because of high expectations in YouTuber's review which said it was long lasting, not dry, not sticky when pressed, but none of that was right, only light, color oxidizes (darkens down), just eating rice and chicken already half of it disappears on the lower lip"
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,the color does not match what you want
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,The goods sent do not match the promotion. Very disappointing!!!
Beauty,MAKE OVER Powerstay Transferproof Matte Lip Cream 7 g - Lip Cream - B03 Hype,"Very disappointing, the goods sent did not match the description requested by the buyer"
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,It's arrived but the lid is broken????
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,Only the lid was sent
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,"What's worse, people complain about damaged goods, cracks, but things are really complicated! will not buy here again"
Beauty,Madame Gie Color Pop Lip Balm Fruity Series - Yuzu Lemon,Disappointing when the goods arrived
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Is there shimmer?. Safe packaging??. Fast order process. Neat packaging.
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,The seller's response is top. Fast order process. Neat packaging. Safe packaging??. The seller is very friendly.
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Is there shimmer?. Suitable for warm tones.
Beauty,MAKE OVER Trivia Eye Shadow 6 g - Eye Shadow Palette - Indian Summer,Suitable for warm tones. The results are long lasting. Suitable for cool tones. Suitable for dry skin. Suitable for normal skin. Suitable for combination skin.
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Really waterproof. Eyelashes become curly. Fast order process. Safe packaging??. Doesn't clump. Easy to clean. Neat packaging.
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Fast delivery. Order is correct. There are no defects. Safe packing????
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,Eyelashes become curly. Neat packaging. Safe packaging??. Fast order process. The applicator is easy to use.
Beauty,L'Oreal Paris Mascara Waterproof Lash Paradise Black,"thank you! the product is really good as usual, got a bonus foundation too and the shade is suitable. but delivery took a bit long."
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,The color is intense. The seller is very friendly. The design is cute. Safe packaging??. Neat packaging. The seller's response is top. Fast order process. The design is luxurious. The applicator is easy to use. Suitable for dry skin. Suitable for oily skin.
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,Suitable for dry skin. The applicator is easy to use. Neat packaging. Safe packaging??. The seller's response is top.
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,The color is intense. The applicator is easy to use. Fast order process.
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,The design is luxurious. The applicator is easy to use.
Beauty,Madame Gie Silhouette Eyeliner Small (48 Jam) - Lime Green,The applicator is easy to use. The design is cute. The color is intense.
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"the item is good, just a bit dusty."
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"Items are as expected, fits lots of items so makes the dressing table tidier"
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"Thank you, the goods have arrived as ordered.."
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,The item is exactly as shown in the picture as ordered
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,the stuff is pretty good
Beauty,NEW ARRIVALS RAK KOSMETIK MULTIFUNGSI RAK KOSMETIK 3 LACI KOTAK MAKEUP - Putih,"the goods are as ordered, free of cute stickers, the packaging is not safe, but the goods are smooth with no defects but there is a lot of dust so you have to clean it again to make it clean??????"
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Neat packaging. Fast order process. Safe packaging??. Easy to carry.
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Fast delivery. Order is correct. There are no defects. Safe packing????
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Full coverage �? Fast order process Safe packaging ?? Lasts all day??
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Lasts all day?? The puff is easy to use. Easy to carry. Makeup lasts longer. Fast order process. Safe packaging??.
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,Easy to carry. Lasts all day?? Fast order process.
Beauty,MAKE OVER Hydrastay Radiant Finishing Powder 8 g - Bedak Tabur,The seller is very friendly. Packaging is safe??
Beauty,Garnier Men Complete Package Mask Pack of 5,Fast order process.....thank you
Beauty,Garnier Men Complete Package Mask Pack of 6,Simple packaging. The seller is very friendly. Fast order process. Safe packaging??. Neat packaging. The seller's response is top.
Beauty,Garnier Men Complete Package Mask Pack of 7,Simple packaging. Fast order process. Safe packaging??. Neat packaging.
Beauty,Garnier Men Complete Package Mask Pack of 8,Comfortable on the skin. Skin becomes glowing? The seller is very friendly. Simple packaging. Safe packaging??.
Beauty,Garnier Men Complete Package Mask Pack of 9,"Slow delivery, not on schedule, but satisfied."
Beauty,Garnier Men Complete Package Mask Pack of 10,Goods are safe but delivery took a long time
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Comfortable on the skin. Simple packaging. Fast order process. Safe packaging??. Neat packaging.
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Fast order process Safe packaging??
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Comfortable on the skin Fast order process Safe packaging ?? Neat packaging. Top seller response
Beauty,"MS Glow - 1 Box Masker Kosme Mask Fitmask Nano Silver Masker Kesehatan - Hitam, Stopper",Orders are correct and packaging is also safe.
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,always satisfied shopping here
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,"Absorbs quickly. Good packaging, no leaks, fast delivery, bought because I watched NTN live on Tokped, thanks seller"
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,"the item has arrived, thank you bro"
Beauty,L'Oreal Paris Revitalift Crystal Purifying Micellar Water Oil Free - 400 ml,"On time, the price is quite friendly & you can still get bonuses too"
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),"great, it arrived complete according to my order. and I'm satisfied shopping here as long as I get big cashback??"
Beauty,Garnier Men Acno FIght Wasabi Foam 100ml (Twin Pack),"The packaging was neat and safe...only the delivery was a bit late because it was late so I'll wait until it arrives, thanks"
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 25,"The mask has arrived, as ordered. good packing. always successful sis. Thanks"
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 26,"The shipment has arrived... the process and delivery are fast, the goods are good as ordered and the packaging is neat... thank you, sis"
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 27,Goods ok.. fast delivery.. safe and neat packaging
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 28,great with seal.. original..
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 29,"always choose Onemed daily masks, but packaging and delivery must be accelerated even more. top indeed. Thank You"
Health,Masker Karet Medis 3ply All Black Onemed Box Isi 30,quite positive
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"Fast delivery, good quality, smells good too"
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,it's good stuff
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"Items as ordered, delivered on time promised, recommended seller!"
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"neat packaging, fast delivery, hope it fits"
Health,10ml Lemongrass Essential Oil | Minyak Sereh Dapur 100% Murni,"Cooperative seller, fast delivery, smells good like in a hotel"
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"Fast delivery, safe packaging. The product is delicious and completes the nutritional intake needed for growth and maintaining health."
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"great, the goods came quickly"
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"The product has been received in good condition, safe exp is still far away. thx soho"
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"the goods have arrived, the packaging is safe using bubblewrap, fast delivery, ordered yesterday morning, yesterday morning it came again, courier is friendly and loyal, thank you tokopedia"
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,Thank God the item arrived in safe condition and was not broken
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"Thank you, the package has arrived, hopefully Soho will have frequent promotions, right??"
Health,Imboost Kids Syrup Daya Tahan Tubuh - 120ml,"good, fast delivery"
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,"Great product, according to the description and photos, the best seller, Garcep, Tokopedia ?? Stop by our stall too, guys, for GOOD products at other SPECIAL prices ??"
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Items as ordered and delivered quickly
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,The product quality is very good. The seller's response is very fast and friendly. Safe delivery to the destination. Thank you Tokopedia.
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,Goods received well. Thank you... I hope it's useful.
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,The product quality is very good. The seller's response is very friendly.
Health,Imboost Tablet Daya Tahan Tubuh - 1 Strip @10 Tablet,"Fast delivery of original goods, neat packaging"
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,"I'm satisfied, I'll order again, sis"
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,This is the umpteenth time I've ordered this product...it's very good for helping with the diet process...and delivery is very fast.
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,"Fast service, appropriate items and good service"
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,always the best. the goods and service are satisfactory as always.
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,Seller response is fast and friendly
Health,FLIMTY FIBER 2 BOX PELANGSING FREE ONGKIR SLIMMING - Blackcurrant,"Thank you, friendly seller, recommended seller. . thank you for the shaker. you can subscribe here."
Health,Stella Parfum'ist Smart Matic Caffe Latte,"As ordered, fast delivery and installation, thanks seller"
Health,Stella Parfum'ist Smart Matic Caffe Latte,"The goods correspond to the description, and function well, the package was delivered neatly. Thank You"
Health,Stella Parfum'ist Smart Matic Caffe Latte,Great instant delivery. Seller fast response
Health,Stella Parfum'ist Smart Matic Caffe Latte,"Works well, safe packing"
Health,Stella Parfum'ist Smart Matic Caffe Latte,good so far it works well
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Good packing. Ordered goods arrived quickly. Thank you very much.
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,"Smells good, seller responds and delivery is fast"
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,Very satisfied with safe packaging. goods received safely. thank you
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,"Satisfied, item arrived quickly and as expected"
Health,Bayfresh Reed Diffuser Device Pengharum Ruangan Mint Eucalyptus - Reguler,"neat and safe packing, thank you"
Health,Zambuk Obat Luar 8 gr,Thank you admin for a cheap price package with CDR and Redoxon
Health,Zambuk Obat Luar 8 gr,Delivery okay. Safe packing. Item according to description.
Health,Zambuk Obat Luar 8 gr,"Great as ordered, thank you"
Health,Zambuk Obat Luar 8 gr,The order has been well received. Thank You.
Health,Tim Ayam Obat Herbal Komplit 12 macam,"Complete herbs at good prices, already subscribed. This is a photo when I cooked it as a medicinal chicken team"
Health,Tim Ayam Obat Herbal Komplit 12 macam,"I'm very satisfied, the medicine is fresh and it arrived quickly, ok, thank you"
Health,Tim Ayam Obat Herbal Komplit 12 macam,Always ahead. Very fast response. Goods sent very quickly. Good luck for the future.
Health,Masker Evo PlusMed 4d Medis - Putih,"Yes, got a discount price, bought 2 boxes, arrived on time. Thank You"
Health,Masker Evo PlusMed 4d Medis - Putih,"Seller's response was timely, goods as ordered"
Health,Masker Evo PlusMed 4d Medis - Putih,"Original product, safe packaging so the cardboard doesn't get dented, that's great"
Health,Masker Evo PlusMed 4d Medis - Putih,Safe and fast delivery.. Items received are good too
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,goods received in good condition. the product is good. suitable. and have bought it several times.
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,"the goods are always ok, I have repeated the order several times, always ok"
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,"neat packing, goods as ordered"
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,"Great item, next order again. Is the item original??"
Health,Sensi Convex Mask 4 ply Earloop / Masker Sensi 4ply - Putih,"Fast delivery, fast seller response."
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,Good material at an affordable price
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"Great... fast response, thank you????"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"Good and cheap price. OK for one use, worth it"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"Items are ok, arrived complete as ordered, very neat and safe packaging, fast delivery, thank you."
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"fast response, packing is ok neat. Order is correct??"
Health,ONEMED - Masker Earloop 3 Ply Medis | Surgical Mask - Hitam,"according to the picture and order, the packaging is good, great, bro"
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,"Friendly and informative seller, fast processing and delivery, neat and secure packing. Thanks for the sample bonus."
Health,Peppermint Essential Oil / Minyak Mint Aroma Terapi Pure 10ml - MUSIM,"The seller is responsive in updating order status, the product packaging is neat & the aroma of the essential oil is really pure"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",masks suitable for daily activities ????
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu","The mask is neat, the packaging is neat, complete with a plastic box"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu","good item, neat packing, fast delivery"
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu","It's good, I like it, I've ordered twice from here, I'm addicted to the Alus material."
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu",The process is very fast..??????Thank you for the response
Health,"FiveCare Duckbill Mask 3ply, Masker Five Care Duck Bill 3 Ply ORIGINAL - Abu-abu","nice, there's a plastic seal too, so it's safe and original..."
Health,Blackmores Bio C 1000mg (90),very fast delivery process. best service
Health,Blackmores Bio C 1000mg (90),Well suited.
Health,Blackmores Bio C 1000mg (90),Always buy from the official shop.. never disappointed.. thanks seller
Health,Blackmores Bio C 1000mg (90),"The goods were received in good condition and the seller responded quickly. Thanks, bro. ????"
Health,Blackmores Bio C 1000mg (90),Good packaging and items
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,"Product matches the description. Packing is neat and safe with box and bubble wrap. Fast delivery. Ordered in the morning, arrived in the afternoon."
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,Fast and very reliable packaging. The quality of the milk is guaranteed to be delicious and useful. Thank you.
Health,Ensure Vanila 900 g Susu Nutrisi Dewasa Rendah Laktosa - 3 klg,the delivery is fast. the packaging is great
Household,Bantal Tidur | The Luxe Pillow Dacron - random,The item is as shown in the photo and the quality turns out to be much better than I thought
Household,MINISO Tempat/ Tong Sampah Plastik Meja Mini Trash Bin Garbage - Hijau,"Good Product Quality. Good material. Recommended. Thank you to Tokopedia and Miniso because I got the plastic trash can for free. May it be a blessing for me and for Tokopedia and Miniso. The trash can arrived intact and is still good and comfortable to use and small too and the material is soft, so if the child plays with it it won't hurt if it's not damaged like breaking and hopefully it will last with me until the days to come."
Household,Dettol Disinfektan Spray Morning Dew 225ml - 3 Pcs,"great dettol. super safe packaging, use air bag. the process is fast. it smells good"
Household,Dettol Disinfektan Spray Morning Dew 225ml - 3 Pcs,"The smell is slightly fresh, but stronger than other disinfectants. So it lasts longer but isn't as strong on the nose"
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,The size is small but good for drying some things??????
Household,Kain Lap Piring Anti Minyak Bahan Microfiber - Kain Lap Dapur,"absorbs water well, but the size is very small. So if you want to dry a lot of dishes, you need more than one."
