Category,Product Name,Location,Price,Overall Rating,Number Sold,Total Review,Customer Rating,Customer Review,Sentiment,Emotion,Customer Review (English)
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,Kab. Tangerang,359000,4.9,3890,2113,1,Barang tidak diterima sampai sekarang. Order dari Bulan Mei. Skrg sudah Agustus.,Negative,Fear,Item not received until now. Order from May. It's now August.
Kitchen,Tefal Cook & Clean Frypan 24cm Wajan Anti Lengket,Kab. Tangerang,359000,4.9,3890,2113,1,Barang tidak datang. Proses refund memakan waktu lebih dr 1 bulan. Sama sekali tidak memuaskan.,Negative,Fear,Goods didn't come. The refund process takes more than 1 month. Not satisfying at all.
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,Kab. Tangerang,440000,5,3772,2358,2,"saat diterima tutup wajan ad yg bermasalah dan di wajannya ad goresan. bermasalahnya bukan krn proses pengiriman. tapi emang dari sononya cacat. kecewa dengan respon penjual yang bilang goresannya g masalah. Padahal saya kan beli baru, beli wajan anti gores malah terima yang bergores dan kualitas bermasalah. lgs ajukan komplain. sdh terima wajannya lagi yang tidak gores, cuma tetep bbrp yg mengecewakan. kecewa.. jadi lama dan saya harus repot ngurus pengembalian barangnya. kalau mw jual yang diskon jangan kasih yang kualitasnya g bagus. atau sampaikan aja produknya ad bbrp bermasalah makanya dikasih diskon. resiko beli online. semoga awet",Negative,Sadness,"When received, there was a problem with the lid of the pan and there were scratches on the pan. The problem is not because of the delivery process. but the sound is indeed flawed. disappointed with the seller's response who said the scratches weren't a problem. Even though I bought it new, I bought a non-scratch frying pan but instead received one with scratches and quality problems. Just file a complaint. I've received the frying pan again which has no scratches, but still some disappointments. disappointed... it took a long time and I had to bother taking care of returning the goods. If you're selling a discounted one, don't give me one that's not of good quality. or just say that the product has some problems, so you are giving a discount. risks of buying online. hope it lasts"
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,Kab. Tangerang,440000,5,3772,2358,2,gagang patah. coba dilem pakai lem cina blm tau kuat apa ngga ????,Negative,Sadness,"broken handle. Tried gluing it using Chinese glue, don't know if it's strong or not????"
Kitchen,Carote EW Wajan Penggorengan Anti Lengket (Frypan) Batu Granit - 20CM,Kab. Tangerang,440000,5,3772,2358,1,"Official store aja spt ini gmn klo beli di toko lain?? Udh smp taun baru ga ada penyelesaian, dr pembelian awal Desember sy udh ingatkan pdhl pastikan brg bgs, pas sampai besoknya lgsg sy keluhkan tutupnya ga bs dipasang, tgl 19 toko menyatakan bersedia kirim tutup yg baru, semua ada buktinya di chat saya... tp bukan main bertele2, ga menawarkan solusi nyata. Saya beli pan ini krn butuh yg ada tutup kacanya, malah dikirim tutup yg ga bs dipasang! Brand dan pelayanan kualitas rendah, pengalaman yg sangat mengecewakan. Mengirim barang ga berfungsi, namanya penipuan. Ga akan beli carote lg, ga akan saya rekomendasi.",Negative,Fear,"Even the official store is like this, what if you buy it at another store?? Already in the new year there was no solution, from the purchase in early December I was reminded to make sure it was good, when I arrived the next day I complained that the lid couldn't be installed, on the 19th the shop said it was willing to send a new lid, there was all the proof in my chat... but that's not playing around, didn't offer a real solution. I bought this pan because I needed one with a glass lid, but instead I was sent a lid that couldn't be installed! Low quality brand and service, very disappointing experience. Sending goods that don't work is called fraud. I won't buy Carote again, I wouldn't recommend it."
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",Jakarta Barat,26000,4.9,2526,849,1,miring dan penyok,Negative,Sadness,tilted and dented
Kitchen,"Tatakan roda tabung gas elpiji, galon air,serbaguna troy MASPION",Jakarta Barat,26000,4.9,2526,849,1,"dipakai untuk mindahin tabung gas 12 kg sangat seret, susah maju karena rodanya tidak jalan, bobot tabung gas terlalu berat..not recommended utk tabung gas 12 kg..mungkin untuk yang lbh ringan bisa lancar rodanya berputar..",Negative,Fear,"used to move a 12 kg gas cylinder, it's very draggy, it's difficult to move forward because the wheels don't move, the weight of the gas cylinder is too heavy..not recommended for 12 kg gas cylinders..maybe for lighter ones the wheels can rotate smoothly.."
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,Kota Tangerang,7000,4.8,13100,1552,1,"busa tipis ukuran kecil sekali pakai sobek, harga mahal",Negative,Sadness,"thin foam, small size, disposable, torn, expensive"
Kitchen,KAZU KHL164 Spons Cuci Piring Dua Sisi Double Magic Dishwash Sponge - Abu-abu,Kota Tangerang,7000,4.8,13100,1552,1,"baru pakai beberapa kali, sponnya terpisah jadi 3, lemnya tidak bagus",Negative,Sadness,"only used it a few times, the sponge separated into 3, the glue is not good"
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,Kab. Tangerang,219000,4.9,3227,1775,2,bagian tombol ada kempot parah. pabrikan tidak jaga mutu,Negative,Fear,The button part has a serious leak. the manufacturer does not maintain quality
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,Kab. Tangerang,219000,4.9,3227,1775,3,ada cacat sedikit dan overpriced untuk plastik seperti itu,Negative,Fear,there are a few defects and it is overpriced for such plastic
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,Kab. Tangerang,219000,4.9,3227,1775,1,Tadiinya mau pesen beda model tp g bisa kata selernya.. terpaksa pakai dah mau gmn lg,Negative,Sadness,"I was going to order a different model but couldn't tell me what the seller was... I had to use it, what else would I want?"
Kitchen,Dispenser Beras Tempat Wadah Penyimpanan Beras Rice Bucket E67/E79 - Biru-5kg,Kab. Tangerang,219000,4.9,3227,1775,1,Ga suka barangnya,Negative,Sadness,Don't like the item
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,2,"Barang kurang bagus, bocor dibagian saluran keluar saat di operasikan . ??",Negative,Sadness,"The item is not good, it leaks at the outlet during operation. ??"
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,2,sudah macet harus di ketok2 dulu baru nyala Mesin,Negative,Sadness,"If it's stuck, you have to tap it first before starting the engine"
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,2,alatnya eror,Negative,Sadness,the tool has an error
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,2,gak fungsi walau udah di charge seharian. apes aja ini mah,Negative,Sadness,It doesn't work even though I've been charging it all day. this is just a shame
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,1,barang ngk bisa berfungsi.setelah di cek ic mati.jadi beli barang untuk di buang.tolong dong klau kirim barang di cek/tes dulu?????.sangat kecewaaa..,Negative,Sadness,the item won't work. after checking the IC is dead. so bought the item to throw it away. can you please check/test it first if you send the item?????. very disappointed...
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,1,Produk tidak bagus,Negative,Sadness,Product is not good
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,1,"BARANG RUSAK, TIDAK BISA ADI CHARGE . SEHINGA TIDAK BISA DIPAKAI. RESPON PENJUAL SANGAT LAMBAT !!. SAYA KECEWA SBGI PEMBELI !",Negative,Anger,"ITEM IS DAMAGED, CANNOT BE CHARGED. SO IT CAN'T BE USED. SELLER RESPONSE VERY SLOW!!. I AM DISAPPOINTED AS A BUYER!"
Kitchen,Onix Dispenser Galon Air Aqua Pompa Galon Automatic,Jakarta Barat,70000,4.9,13300,7535,1,saya beli item ini tetapi pompa elektrik ini tidak bisa di charge. sehingga tidak bisa di pakai. pihak penjual tidak ada respon ! tidak bisa membantu ! saya sangat kecewa. NOT RECOMENDDED !!,Negative,Anger,I bought this item but this electric pump cannot be charged. so it can't be used. the seller has no response! can't help ! I am very disappointed. NOT RECOMMENDED!!
Kitchen,Sunxin - Rak Piring 2 Susun Plastik -2115/ Rak piring Dapur Baskom - Merah Muda,Jakarta Barat,124000,4.8,1834,1028,2,"Pecah, packing kurang aman",Negative,Sadness,"Broken, packaging is not safe"
Kitchen,Sunxin - Rak Piring 2 Susun Plastik -2115/ Rak piring Dapur Baskom - Merah Muda,Jakarta Barat,124000,4.8,1834,1028,2,"kemahalan dilihat dr barangnya ,kecil dan tidak kokoh",Negative,Fear,"expensive looking at the item, small and not sturdy"
Kitchen,Sunxin - Rak Piring 2 Susun Plastik -2115/ Rak piring Dapur Baskom - Merah Muda,Jakarta Barat,124000,4.8,1834,1028,1,bahan jelek dan kurang kokoh,Negative,Sadness,The material is poor and not sturdy
Kitchen,Sunxin - Rak Piring 2 Susun Plastik -2115/ Rak piring Dapur Baskom - Merah Muda,Jakarta Barat,124000,4.8,1834,1028,1,"Packing tdk ada, sudah tau pengiriman jauh tp tdk dilapisi pelindung. Sisi2 sudut barang rusak",Negative,Sadness,"There is no packaging, I know it was sent a long way but it wasn't covered protectively. The corners of the item are damaged"
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,2,ternyata ukurannya kecil di bawah harapan,Negative,Sadness,it turns out the size is smaller than expected
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,2,"Hmmmm barang kurang kokoh, tidak bisa utk menyimpan barang berat. Doyong. Kemahalan utk tingkat kekokohan seperti ini� sorry �",Negative,Sadness,"Hmmmm, the item is not sturdy enough, it can't be used to store heavy items. Inclined. Expensive for this level of sturdiness� sorry �"
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,2,"gak sesuai ekspektasi. klo buat simpan barang2 yg agak berat kurang recomended. dan prosesnya lama, klo prosesnya gak sampe 2 hari mungkin sampe lebih cepat kali ya.",Negative,Fear,"not according to expectations. If you want to store items that are a bit heavy, it's not recommended. and the process takes a long time, if the process doesn't take 2 days maybe it will arrive faster."
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,1,proses dan respon nya lama,Negative,Fear,the process and response took a long time
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,1,Jelek. Banyak penyok sana sini. Sangat mengecewakan,Negative,Sadness,Bad. Lots of dents here and there. Very disappointing
Kitchen,ES Rak Serbaguna Rak Dapur Tingkat Rak Kantor Rak Susun Rak 5 Tingkat - Silver,Kota Tangerang,678000,4.8,6631,3377,1,"over price dgn kualitas barang yg tidak kokoh dan melorot2 . Untuk seller ini saya review jujur ya jgn sembarangan bilang gak jujur! harga anda sama kualitas gak sesuai. Yg gak jujur adalah anda sendiri yg membujuk saya via chat merubah review dengan iming2 free gift, saya tolak krn itu membohongi diri saya sendiri. Berarti gak semua review itu asli mgkn sebagian bujukan seller untuk merubah review spy terlihat bagus pdhl mgkn kasusnya sama dengan saya kecewa dgn produk yg over price!",Negative,Anger,"overpriced with quality goods that are not sturdy and sagging. For this seller, I am reviewing honestly, so don't just say it's not honest! Your price and quality don't match. What's not honest is that you yourself persuaded me via chat to change the review with the promise of a free gift, I refused because that was lying to myself. This means that not all reviews are genuine, maybe some of the seller's persuasion is to change the spy reviews to look good, even though it might be the same case as I was disappointed with an overpriced product!"
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,2,"barang rusak. pisau ada yg patah, ada bekas goresan pisau, sayang banget quality kontrolnya buruk.",Negative,Sadness,"damaged goods. Some of the knives are broken, there are knife marks, it's a shame the quality control is poor."
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,2,"Yang datang merk BUCK-i entah karena promo atau apa, tapi belum sempat take a picture, nanti saya update lagi ulasanya,barusan saya search buck-i knife, lebih murah.kalau memang mau ngadain promo, jual barang yang bener,saya kecewa sekali dengan brand GM yang sudah saya percaya berkali kali,",Negative,Sadness,"The BUCK-i brand came, whether because of a promotion or something, but I haven't had time to take a picture, I'll update the review later, I just searched for the Buck-i knife, it's cheaper. If you really want to hold a promotion, sell the right goods, I'm very disappointed with the GM brand, which I have trusted many times."
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,2,"terakhir chat sekaligus memastikan bilangnya merek GM Bear yg akan dikirim, ternyata kardusnya ajah yg merek GM Bear tp isinya merek lain BUCK-I. Barang datang ga sesuai kesepakatan. Ini mah bohong namanya...",Negative,Fear,"Finally, we chatted and confirmed that it was the GM Bear brand that would be sent, but it turned out that the box was the GM Bear brand but it contained another brand, BUCK-I. The goods did not arrive as agreed. This is a lie..."
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,2,"barang tidak sesuai dengan produk, yang dipesan Gm Bear set pisau tapi yg datang terkirim merk Buck-I,",Negative,Sadness,"the goods do not match the product, the GM Bear knife set ordered but the one that came was Buck-I brand,"
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,2,barang biasa aja ...bahan kurang bgitu bagus,Negative,Sadness,just ordinary stuff... the ingredients are not that good
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,1,pisaunya tidak tajam sama sekali,Negative,Sadness,the knife is not sharp at all
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,1,Barang tidak sesuai antara yang dijual dan yang di terima.,Negative,Sadness,The goods do not match those sold and those received.
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,1,TOKO PENIPU...TIPU HARGA.. TIPU MERK.... SEMOGA DAPAT KARMANYA.. AMIN,Negative,Anger,FRAUDULENT SHOPS...PRICE DECEIVES..BRAND DECEIVES....GET YOUR KARMA.. AMEN
Kitchen,GM Bear Set Pisau Dapur isi 5pcs Hitam 1083-Pisau Set 5 Pcs,Kab. Tangerang,599000,4.7,15700,8900,1,"pesanan tidak sesuai, barang yang dipesan adalah merk GM bear warna putih, tapi yang dikirim merk Buck warna hitam, saya sangat kecewa",Negative,Sadness,"The order did not match, the item ordered was the white GM Bear brand, but the black Buck brand was sent, I was very disappointed"
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,Jakarta Barat,567000,4.8,702,321,3,"pengiriman cepat. barangnya kurang oke, tutupnya ga menutup rapat di satu sisi.",Negative,Sadness,"fast delivery. the item is not good, the lid doesn't close tightly on one side."
Electronics,EMOJI ALARM CLOCK - Jam Weker Alarm Digital Lampu Tidur Unik Anak - Putih,Jakarta Barat,176000,4.9,199,80,3,"kurang ya jamnya, harusny dijelasin display jam gk selalu hidup harus di idupin dulu.",Negative,Sadness,"The clock is not enough, it should be explained that the clock display is not always on, you have to turn it on first."
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,3,produk sdg smp dan sy tes tp tidak terbaca fast charging di hp,Negative,Sadness,The product is in middle school and I tested it but it doesn't read fast charging on the cellphone
Electronics,Xiaomi Mijia Robot Vacuum 1C Cleaner 2500pa Suction - Robot Vacuum 1C - Global,Jakarta Utara,2499000,4.9,536,205,1,baru 5 hari barang sudah rusak padahal pemakaian normal. saya kirim balik barang nya ke penjual. katanya masuk garansi toko dan akan di service tapi sudah 1 bulan masih belum ada kejelasan juga. jadi sementara saya kasih bintang 1 dulu. sampai saya terima kembali barang nya dengan keaadaan normal dan berfungsi,Negative,Fear,After only 5 days the item was damaged even though it was used normally. I sent the item back to the seller. he said it was under shop warranty and would be serviced but it's been 1 month and there's still no clarity. So for now I'm giving 1 star first. until I receive the item back in normal and functioning condition
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,Sidoarjo,850000,4.9,4001,2324,1,"Barang baru diterima dicoba ternyata sudah rusak, masak nasi tidak panas. setelah dibawa ke service center ternyata heating element nya yang rusak dan harus nunggu service 1 - 2 minggu dan tidak bisa ganti baru. padahal barang baru datang dicoba sudah rusak. sekarang kondisi belum megang rice cookernya masih nunggu diservice repot juga service adanya diluar kota.",Negative,Fear,"The item just received was tried and it turned out to be damaged, the cooked rice was not hot. After taking it to the service center it turned out that the heating element was damaged and had to wait for service for 1-2 weeks and couldn't get a new one. Even though the new item arrived, I tried it and it was already damaged. Now the condition is that I haven't got the rice cooker yet, I'm still waiting for it to be serviced, it's a hassle, and the service is out of town."
Electronics,Philips Digital Rice Cooker 1.8L - Fuzzy Logic Bakuhanseki HD4515/33,Sidoarjo,850000,4.9,4001,2324,2,"rice cooker baru beli tp nasi bau dan berair tp tidak bs di ganti barang baru dr toko ini tidak seperti toko2 lain yg kalo barang rusak itungan hari ada garansi toko bs di tukar dgn yg baru bukan diservice seperti yg di sarankan toko. saya sudah bawa ke service center dan hari ini nasinya tetap basah. jujur saya kecewa krn saya memilih toko ini biar kl kenapa2 ngak ribet,ternyata saya salah,saya beli rice cooker mahal menurut saya agar bisa punya rice cooker bagus tp nyatanya seperti ini saya sangat kecewa.",Negative,Sadness,"I just bought a new rice cooker but the rice smells and is watery but I can't replace it with a new item from this shop, unlike other shops where if the item is damaged within a few days there is a shop guarantee that it can be exchanged for a new one, not serviced as suggested by the shop. I've taken it to the service center and today the rice is still wet. Honestly, I'm disappointed because I chose this shop so that it wouldn't be complicated, it turns out I was wrong, I bought an expensive rice cooker in my opinion so I could have a good rice cooker but in reality like this I'm very disappointed."
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Kota Batam,90000,4.7,414,130,3,"Salah satu unitnya kedip2, harus di ketok2 dlu baru nyala, ntar kedip2 lagi, malahan gak nyala harus di ketok2 lg lampunya... satu unitnya lagi perfect tidak ada masalah.. thanks",Negative,Sadness,"One of the units is flashing, you have to tap it first then it turns on, then it flashes again, but it doesn't come on, you have to tap the light again... the other unit is perfect, no problems.. thanks"
Electronics,Lampu LED 212 Lampu Taman Lampu Tenaga Surya Sensor Gerak - 100 LED,Kota Tangerang,69000,4.6,1817,559,3,"lampunya berfungsi, nyala lumayan remang-remang, kekuatan batere di jemur seharian cuma 4 jam. Barang yg sampai soket bautnya patah jadi sedikit terbuka.",Negative,Sadness,"The light works, the light is quite dim, the battery power is only 4 hours in the sun all day. Items with broken bolt sockets are slightly open."
Electronics,Sanken Rice Cooker 1 Liter SJ-203 Warna Random - Biru,Jakarta Barat,567000,4.8,702,321,3,Harga di struk yang dimasukkan di kotaknya beda dengan harga yang ditampilkan di tokopedia. Kok bisa harganya lebih mahal ya? Di struk beda jauh harganya,Negative,Fear,The price on the receipt included in the box is different from the price displayed on Tokopedia. How come the price is more expensive? The price is very different on the receipt
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,3,"BARANG DTG TIDAK SESUAI YG DIKASIH TAHU ADMIN NYA !! BILANG RICE COOKER 1,2LITER !! TERNYATA BARANG YG DIKIRIM 1 LITER",Negative,Anger,DTG ITEMS DON'T MATCH WHAT THE ADMIN TOLD YOU!! SAID 1.2 LITER RICE COOKER!! IT TURNS OUT THAT THE ITEM SENT WAS 1 LITER
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Putih,Kota Tangerang,77000,4.8,2453,1336,2,barang cepat panas dan rusak,Negative,Sadness,items get hot quickly and get damaged
Electronics,Cosmos CIS-418 - Setrika Listrik,Jakarta Barat,117000,4.8,639,350,3,"Pengiriman lama banget, kurirnya gagal pickup terus.Setrikanya ternyata besar dan lumayan berat.. packingnya tipiss cuma bublewrap selapis.Kualitas strikanya jg kurang menurutku, soalnya ga terlalu panas jd lama setrikanya",Negative,Fear,"The delivery took a really long time, the courier kept failing to pick up. The iron turned out to be big and quite heavy... the packaging was thin, only a layer of bubblewrap."
Electronics,CAMERA ENDOSCOPE ANDROID USB 720P IP67 TAHAN AIR KECIL,Jakarta Utara,48000,4.5,3324,677,3,"ternyata tidak bisa dipakai di redmi 3S, tetapi di laptop bisa. tidak sesuai harapan",Negative,Sadness,"It turns out it can't be used on the Redmi 3S, but it can be used on a laptop. not as expected"
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,Kota Tangerang,159000,4.7,56300,16089,3,"barangnya datang sesuai dgn pesan dan estimasi waktunya pas banget mantap, cuman sayang speaker sebelah kiri gk berfungsi, yg bersuara hnya sbelah kanan",Negative,Sadness,"The item arrived as ordered and the estimated time was really good, but unfortunately the left speaker doesn't work, only the right one has sound."
Electronics,BARDI Smart LIGHT BULB RGB+WW 12W Wifi Wireless IoT - Home Automation,Jakarta Barat,199000,4.9,45400,19119,3,"Lampunya sering error padahal terhubung ke wifi, saklar hidup tapi dihidupin di hp gak mau nyala",Negative,Sadness,"The lights often have errors even though they are connected to WiFi, the switch is on but when you turn it on on your cellphone it won't turn on"
Electronics,Kipas Angin Meja / Duduk NAGOYA (Desk Fan) 12in - NG12DF,Jakarta Barat,176000,4.9,2126,1139,3,"Baru sampe brgnya cepet sih tp pas dipasang, kipasnya bunyi plus gak ada mur dan baut utk pengikat tutup kipasnya.",Negative,Fear,"It just arrived quickly but when I installed it, the fan made a sound plus there were no nuts and bolts to fasten the fan cover."
Electronics,Printer HP Ink Tank 415 Print Scan Copy WiFI Wireless All in one Resmi - COMPATIBLE INK,Jakarta Pusat,2075000,4.9,602,351,3,beli 2 pcs... yang satu normal tanpa kendala.. yang 1 lagi stuck House cartridge nya gak mau ke tengah... step nya sama dengan yang normal ikutin manual...,Negative,Fear,"bought 2 pcs... one is normal without problems.. the other one is stuck. The cartridge house won't go to the middle... the steps are the same as normal ones, follow the manual..."
Electronics,Deerma Vacuum Cleaner UV-C Penyedot Debu Tungau CM800 / CM810 - CM800,Jakarta Utara,574000,4.9,2356,1204,3,Alat bagus tapi gak bisa dipakai lama. Dipakai kurang dari 5 menit udah overload dan harus nunggu 30.Kerjaan bersih2 jadinya memakan waktu yg lama sekali,Negative,Sadness,Good tool but can't be used for long. Used it for less than 5 minutes and it was overloaded and had to wait 30. Cleaning work took a very long time
Electronics,Ecovacs DEEBOT T9 + Auto Empty Station Robot Vacuum Cleaner Sapu Pel - T9 AES Grey,Kota Tangerang,15399000,4.9,1394,632,3,"Barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Negative,Fear,"The goods were sent without bubbles even though we had been informed that it was dark cloudy or even a little drizzle, but they were still sent without any layers. So if it comes into contact with water it won't break and break through."
Electronics,Notale UV Anti Dust Mite Vacuum Cleaner HEPA Filter Alt Kurumi Xiaomi,Jakarta Utara,735000,4.9,4502,2558,3,terlalu ringan ..ada suara glodak glodak saat di hidupkan ...ga proper sbg penyedot debu baik (setara penyedot debu murmer ..hanya design saja yg dijual),Negative,Fear,too light...there is a creaking sound when turned on...not suitable as a good vacuum cleaner (equivalent to a murmer vacuum cleaner...only the design is for sale)
Electronics,Fantech TONE HQ52 Headset Gaming Mobile - HQ52PLUS,Jakarta Barat,229000,4.8,2699,1692,3,"Ya utk harga 100an lumayan worth, cuma rgb kanan dan kiri ga selaras sih, sama ada deflect gara gara pengiriman mungkin.",Negative,Sadness,"Yes, for the price of IDR 100, it's quite worth it, but the right and left RGBs don't match, or maybe there's a deflection due to shipping."
Electronics,CIJI QC 3.0 Smart Charger Quick Charge 4 USB port - Puti,Kota Tangerang,77000,4.8,2453,1336,2,maaf bintang nya cmn 2 casan nya gk bisa di pakai sudah saya coba berkali kali baru 20-30 mnt batok casan nya panas bgt klo di pake takut meledak untuk pngiriman dan respon oke,Negative,Fear,"Sorry, there are only 2 stars, the case can't be used, I have tried it several times, it only took 20-30 minutes for the shell of the case to get really hot when I use it, I'm afraid it will explode. Delivery and response are OK."
Electronics,VIVAN Kabel Data iPhone Lightning 1M Fast Charging 2.4A VXL100 - Biru,Jakarta Utara,79000,4.9,1816,701,2,"Toko paling ga niat jualan, beli tanggal 17, baru dkirim tanggal 21, barang sih bagus .. tapi pelayanan ngga banget, sesuai review di bawah",Negative,Sadness,"The shop doesn't really intend to sell, bought it on the 17th, just sent it on the 21st, the goods are good... but the service isn't very good, according to the review below"
Electronics,TOLEDA HEADPHONE EXTRA BASS WITH MIC,Kota Tangerang,159000,4.7,56300,16089,2,"barangnya tidak berfungsi, boxnya sudah kebuka",Negative,Fear,"the item doesn't work, the box has been opened"
Electronics,BASEUS TRUE WIRELESS BLUETOOTH EARPHONE MINI EARBUDS TWS WM01 - Ungu,Jakarta Utara,569000,4.9,28507,16953,2,"Penggunaan di HP Samsung: Kualitas suara baik. Kualitas mic standar menuju buruk (suara harus keras baru bisa terdengar oleh lawan bicara). Pengguanan di MacBook: Ketika terhubung kualitas suara baik, namun selalu terputus (tidak stabil koneksinya), sehingga tidak bisa digunakan. Buat temen-temen yang perlu connect ke laptop gitu mending cari TWS lain deh. Soalnya koneksinya ke laptop enggak stabil. Sekian.",Negative,Fear,"Use on Samsung cellphone: Good sound quality. The quality of the standard mic is poor (the voice has to be loud before the person you are talking to can hear it). Use on MacBook: When connected the sound quality is good, but it always disconnects (unstable connection), so it cannot be used. For friends who need to connect to a laptop like that, it's better to look for another TWS. The problem is that the connection to the laptop is unstable. That's all."
Electronics,Set 2pcs LED Outdoor Solar Lampu Taman Tenaga Surya Waterproof IP65 - Putih,Kota Batam,90000,4.7,414,130,2,dari 4 lampu...yg nyala cuma 3..yg 1 nya mati.padahal udah dijemur dulu sblm dipasang tadi siang.kecewa ya..,Negative,Sadness,Of the 4 lights... only 3 are on... 1 is off. Even though I had dried it in the sun before installing it this afternoon. I'm disappointed...
Electronics,PINZY Portable Wireless Speaker T5 | Speaker Bluetooth mini,Jakarta Barat,90000,4.5,11529,3548,2,"Yang penting keluar suara deh. Soal kualitas suara maaf ya, mungkin mirip sama mainan anak-anak berbentuk Handphone.",Negative,Anger,"The important thing is that the sound comes out. Sorry about the sound quality, maybe it's similar to a children's toy in the form of a cellphone."
Electronics,Headset Bluetooth I7S TWS Versi 5.0 Sport True Wireless Airpods i7s,Jakarta Pusat,32500,4.7,15608,3225,2,pesan 2 yang satu setengahnya mati.,Negative,Sadness,"ordered 2, one half is dead."
Electronics,Lampu LED Strip RGB 5050 IP44,Jakarta Barat,65000,4.7,6612,1010,2,"Klamaan di pengiriman. Pesen urgent pagi2 pke ojek online biar lngsng smpe, malah dikirim pke tiki ??????? bsk nya br smpe.",Negative,Sadness,"Slow delivery. Ordered urgently early in the morning using an online motorcycle taxi so it would arrive quickly, instead it was sent via Tiki??????? it's OK, it's up to you."
